% mention
@RELATION men

@ATTRIBUTE m_type {N, PR, NULL}
@ATTRIBUTE m1_type {N, PR, NULL}
@ATTRIBUTE gn {MASC, FEM, NULL}
@ATTRIBUTE gn1 {MASC, FEM, NULL}
@ATTRIBUTE num1 {SING, PLUR}
@ATTRIBUTE num {SING, PLUR}
@ATTRIBUTE en {PERS, LOC, ORG, FUNC, NULL}
@ATTRIBUTE en1 {PERS, LOC, ORG, FUNC, NULL}
@ATTRIBUTE gp {CASE=YES, CASE=NO}
@ATTRIBUTE gp1 {CASE=YES, CASE=NO}
@ATTRIBUTE id_form {YES, NO}
@ATTRIBUTE subform {YES, NO}
@ATTRIBUTE inc_rate REAL
@ATTRIBUTE dis_men REAL
@ATTRIBUTE dis_phrase REAL
@ATTRIBUTE dis_char REAL

@DATA
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,42,36,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,50,37,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,26,38,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,40,39,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,40,40,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,57,41,0,0
PR,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,56,42,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,90,1,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,90,2,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,80,3,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,80,4,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,80,5,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,80,6,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,90,7,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,80,8,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,80,9,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,90,10,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,80,11,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,80,12,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,80,13,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,80,14,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,80,15,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,80,16,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,90,17,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,80,18,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,80,19,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,90,20,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,80,21,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,80,22,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,90,23,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,90,24,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,90,25,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,90,26,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,90,27,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,90,28,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,90,29,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,90,30,0,0
PR,PR,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,31,0,0
PR,N,MASC,MASC,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,40,32,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,45,33,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,35,34,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,45,35,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,37,36,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,42,37,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,29,38,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,29,39,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,43,40,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,35,41,0,0
PR,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,48,42,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,1,0,0
PR,PR,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,2,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,3,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,4,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,5,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,6,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,7,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,8,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,9,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,10,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,11,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,12,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,13,0,0
PR,PR,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,14,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,15,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,16,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,17,0,0
PR,PR,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,18,0,0
PR,PR,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,19,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,20,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,57,21,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,22,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,57,23,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,57,24,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,57,25,0,0
PR,PR,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,57,26,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,57,27,0,0
PR,PR,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,57,28,0,0
PR,PR,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,29,0,0
PR,PR,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,30,0,0
PR,PR,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,31,0,0
PR,N,MASC,MASC,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,36,32,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,32,33,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,43,34,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,42,35,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,33,36,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,38,37,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,26,38,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,40,39,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,32,40,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,29,41,0,0
PR,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,33,42,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,93,1,0,0
N,PR,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,93,2,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,93,3,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,93,4,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,93,5,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,93,6,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,87,7,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,87,8,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,87,9,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,93,10,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,87,11,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,87,12,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,87,13,0,0
N,PR,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,87,14,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,87,15,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,87,16,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,87,17,0,0
N,PR,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,87,18,0,0
N,PR,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,87,19,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,93,20,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,87,21,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,87,22,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,87,23,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,87,24,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,87,25,0,0
N,PR,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,87,26,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,87,27,0,0
N,PR,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,87,28,0,0
N,PR,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,87,29,0,0
N,PR,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,93,30,0,0
N,PR,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,87,31,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,87,32,0,0
N,PR,MASC,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,37,33,0,0
N,PR,MASC,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,27,34,0,0
N,N,MASC,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,30,35,0,0
N,PR,MASC,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,25,36,0,0
N,PR,MASC,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,33,37,0,0
N,N,MASC,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,30,38,0,0
N,N,MASC,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,48,39,0,0
N,PR,MASC,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,48,40,0,0
N,PR,MASC,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,36,41,0,0
N,N,FEM,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,46,42,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,92,1,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,92,2,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,92,3,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,4,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,5,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,6,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,7,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,8,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,9,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,92,10,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,92,11,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,12,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,13,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,14,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,15,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,16,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,17,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,18,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,19,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,92,20,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,92,21,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,22,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,23,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,75,24,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,75,25,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,75,26,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,27,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,75,28,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,75,29,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,30,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,31,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,75,32,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,75,33,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,21,34,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,25,35,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,21,36,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,38,37,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,23,38,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,27,39,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,27,40,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,32,41,0,0
PR,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,26,42,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,1,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,2,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,3,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,4,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,5,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,6,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,7,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,8,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,9,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,10,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,11,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,12,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,13,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,14,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,15,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,16,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,17,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,18,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,19,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,20,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,21,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,22,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,23,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,24,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,25,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,26,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,27,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,28,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,29,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,30,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,31,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,32,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,33,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,34,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,32,35,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,33,36,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,50,37,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,16,38,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,32,39,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,40,40,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,57,41,0,0
PR,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,56,42,0,0
N,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,1,0,0
N,PR,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,2,0,0
N,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,3,0,0
N,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,4,0,0
N,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,5,0,0
N,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,6,0,0
N,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,7,0,0
N,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,75,8,0,0
N,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,75,9,0,0
N,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,10,0,0
N,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,75,11,0,0
N,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,75,12,0,0
N,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,75,13,0,0
N,PR,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,14,0,0
N,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,75,15,0,0
N,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,75,16,0,0
N,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,75,17,0,0
N,PR,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,75,18,0,0
N,PR,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,75,19,0,0
N,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,20,0,0
N,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,75,21,0,0
N,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,75,22,0,0
N,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,75,23,0,0
N,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,24,0,0
N,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,75,25,0,0
N,PR,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,75,26,0,0
N,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,75,27,0,0
